BHK,project,Location,City,Total sqft,price_sqft,price in Lakh
2,Vakratunda ResidencyThane West,Thane West,Mumbai,950,10526,100
3,Shree Shakti Swami Krupa CHSThane West,Thane West,Mumbai,1200,10000,120
1,Lodha Amara Tower 26 27 28 30 34 35Thane West,Thane West,Mumbai,555,11711,65
2,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1050,9047,95
1,Lodha Codename Crown JewelThane West,Thane West,Mumbai,711,9987,71.01
1,Sanghvi Sanghvi EmpireMira Road East,Mira Road East,Mumbai,850,8588,73
2,Sheth AvalonThane West,Thane West,Mumbai,1250,14400,180
3,Neminath LuxeriaAndheri West,Andheri West,Mumbai,1600,16875,270
2,Rustomjee Urbania AstraeaThane West,Thane West,Mumbai,1050,11904,125
2,Lodha ParadiseThane West,Thane West,Mumbai,1080,11111,120
1,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,600,17500,105
1,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,600,15833,95
1,Gurukrupa Marina EnclaveMalad West,Malad West,Mumbai,600,16666,100
2,Raj AkshayMira Road East,Mira Road East,Mumbai,1062,8662,92
1,Raj AkshayMira Road East,Mira Road East,Mumbai,711,9423,67
2,Lodha Mira Road Project 1Mira Road East,Mira Road East,Mumbai,1100,7727,85
1,Lodha Mira Road Project 1Mira Road East,Mira Road East,Mumbai,750,9066,68
1,Lodha Mira Road Project 1Mira Road East,Mira Road East,Mumbai,750,8666,65
1,JP Codename HOTCAKEMira Road East,Mira Road East,Mumbai,660,9696,64
1,JP Codename HOTCAKEMira Road East,Mira Road East,Mumbai,660,9848,65
2,Thakur Vishnu Shivam TowerKandivali East,Kandivali East,Mumbai,1250,18800,235
2,NA,Badlapur East,Mumbai,885,4497,39.8
2,MICL Aradhya D And E TowerBhayandar East,Bhayandar East,Mumbai,1080,7870,85
1,MICL Aradhya D And E TowerBhayandar East,Bhayandar East,Mumbai,740,9324,69
1,MICL Aradhya D And E TowerBhayandar East,Bhayandar East,Mumbai,740,9189,68
2,Kabra Aurum Wing A B C AND D of Unnat Nagar IIGoregaon West,Goregaon West,Mumbai,1000,24000,240
4,Thakur Vishnu Shivam TowerKandivali East,Kandivali East,Mumbai,2500,21200,530
2,Reputed Builder Evershine Millenium Paradise Phase 1Kandivali East,Kandivali East,Mumbai,885,19774,175
1,CCI Rivali Park WinterGreenBorivali East,Borivali East,Mumbai,625,18400,115
1,Raj AkshayMira Road East,Mira Road East,Mumbai,675,9629,65
2,Vishesh Balaji Symphony Panvel,Panvel,Mumbai,850,9176,78
3,NA,Andheri West,Mumbai,1550,25806,400
2,ACME Ozone Phase 2Thane West,Thane West,Mumbai,1040,12019,125
2,Shree Tirupati Siddeshwar GardensThane West,Thane West,Mumbai,1050,10952,115
2,Kakad Paradise Phase 2Mira Road East,Mira Road East,Mumbai,990,7777,77
1,Raj AkshayMira Road East,Mira Road East,Mumbai,756,9246,69.9
2,L K Umang HeightsAndheri West,Andheri West,Mumbai,1250,16640,208
2,Darvesh Darvesh HorizonMira Road East,Mira Road East,Mumbai,955,11247,107
2,Unique EstateMira Road East,Mira Road East,Mumbai,1045,13397,140
1,Salasar WoodsMira Road East,Mira Road East,Mumbai,750,10000,75
1,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,755,8344,63
3,Space Ashley TowerMira Road East,Mira Road East,Mumbai,1300,10769,140
2,Sheth AvalonThane West,Thane West,Mumbai,1250,14400,180
1,MICL Aradhya D And E TowerBhayandar East,Bhayandar East,Mumbai,750,11200,84
2,Royal OasisMalad West,Malad West,Mumbai,750,22000,165
2,Royal OasisMalad West,Malad West,Mumbai,700,22142,155
2,Dosti ViharThane West,Thane West,Mumbai,1018,13948,142
1,Royal OasisMalad West,Malad West,Mumbai,650,15692,102
1,Royal OasisMalad West,Malad West,Mumbai,600,16333,98
2,Usha Eindra ResidencyKarjat,Karjat,Mumbai,980,2704,26.5
2, Radhe Krishna HeightsKarjat,Karjat,Mumbai,950,2789,26.5
1,Usha Eindra ResidencyKarjat,Karjat,Mumbai,650,3046,19.8
1,Sanghvi Sanghvi EmpireMira Road East,Mira Road East,Mumbai,850,8588,73
2,Usha Eindra ResidencyKarjat,Karjat,Mumbai,950,2842,27
2,Usha Radhe Krishna ParkKarjat,Karjat,Mumbai,850,3117,26.5
1,Usha Radhe Krishna ParkKarjat,Karjat,Mumbai,680,2823,19.2
2, Radhe Krishna HeightsKarjat,Karjat,Mumbai,950,2842,27
1, Radhe Krishna HeightsKarjat,Karjat,Mumbai,600,3083,18.5
2, Radhe Krishna HeightsKarjat,Karjat,Mumbai,900,2500,22.5
1,Atharva My Element KarjatKarjat,Karjat,Mumbai,680,2867,19.5
2,Hubtown GreenwoodsThane West,Thane West,Mumbai,740,12432,92
1,Usha Eindra ResidencyKarjat,Karjat,Mumbai,400,3250,13
2,Royal OasisMalad West,Malad West,Mumbai,700,22142,155
2,Dosti ViharThane West,Thane West,Mumbai,1018,13948,142
1,Royal OasisMalad West,Malad West,Mumbai,650,15692,102
1,Royal OasisMalad West,Malad West,Mumbai,600,16333,98
2,Hubtown GreenwoodsThane West,Thane West,Mumbai,740,12432,92
2,Royal OasisMalad West,Malad West,Mumbai,750,22000,165
1,Royal OasisMalad West,Malad West,Mumbai,750,14266,107
2,Lodha LuxuriaThane West,Thane West,Mumbai,1080,13888,150
1,NA,Kalamboli,Mumbai,723,7883,57
1,Usha Eindra ResidencyKarjat,Karjat,Mumbai,680,2735,18.6
2, Radhe Krishna HeightsKarjat,Karjat,Mumbai,950,2789,26.5
1,Usha Eindra ResidencyKarjat,Karjat,Mumbai,650,3046,19.8
3,NA,Kalamboli,Mumbai,1425,8771,125
1,NA,Kalamboli,Mumbai,667,8245,55
2,Usha Eindra ResidencyKarjat,Karjat,Mumbai,980,2704,26.5
2,NA,Kalamboli,Mumbai,1167,7883,92
2,NA,Kalamboli,Mumbai,1095,8219,90
2,Usha Eindra ResidencyKarjat,Karjat,Mumbai,950,2842,27
2,Usha Radhe Krishna ParkKarjat,Karjat,Mumbai,850,3117,26.5
1,Usha Radhe Krishna ParkKarjat,Karjat,Mumbai,680,2823,19.2
1,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,730,8800,64.24
1,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,730,8800,64.24
1,Royal OasisMalad West,Malad West,Mumbai,750,14266,107
2,Lodha LuxuriaThane West,Thane West,Mumbai,1080,13888,150
2,Shree Tirupati Siddeshwar GardensThane West,Thane West,Mumbai,950,10526,100
1,NA,Greater Khanda,Mumbai,788,8248,65
3,NA,Kalamboli,Mumbai,1425,8771,125
1,NA,Kalamboli,Mumbai,667,8245,55
2,Usha Eindra ResidencyKarjat,Karjat,Mumbai,980,2704,26.5
2, Radhe Krishna HeightsKarjat,Karjat,Mumbai,950,2789,26.5
1,Usha Eindra ResidencyKarjat,Karjat,Mumbai,650,3046,19.8
2,NA,Kalamboli,Mumbai,1167,7883,92
2,NA,Kalamboli,Mumbai,1095,8219,90
2,Hubtown GreenwoodsThane West,Thane West,Mumbai,740,12432,92
1,Neel Sidhi OrbitPanvel,Panvel,Mumbai,700,9000,63
1,Atharva My Element KarjatKarjat,Karjat,Mumbai,680,3088,21
2,Royal OasisMalad West,Malad West,Mumbai,750,22000,165
2,Omkar EkdantaPanvel,Panvel,Mumbai,700,13571,95
1,NA,Koper Khairane,Mumbai,550,6363,35
1,NA,Koper Khairane,Mumbai,560,10178,57
1,Atharva My Element KarjatKarjat,Karjat,Mumbai,680,3088,21
2,Omkar EkdantaPanvel,Panvel,Mumbai,700,13571,95
2,Shree Tirupati Siddeshwar GardensThane West,Thane West,Mumbai,950,10526,100
1,NA,Greater Khanda,Mumbai,788,8248,65
1,Swaraj Homes Neel Plaza ApartmentPanvel,Panvel,Mumbai,700,9285,65
2,Lakhani Lakhanis PridePanvel,Panvel,Mumbai,900,8888,80
3,Hiranandani BrentwoodPowai,Powai,Mumbai,1400,28214,395
1,Jai Mata Di Phase IIIABhiwandi,Bhiwandi,Mumbai,570,4210,24
2,Nirvana Buildscape NestPanvel,Panvel,Mumbai,850,7294,62
1,NA,Palava,Mumbai,425,5882,25
1,NA,Atgaon,Mumbai,460,3478,16
2,Deeplaxmi Shreeji Paraiso Badlapur East,Badlapur East,Mumbai,654,6269,40.99
2,Deeplaxmi Shreeji Paraiso Badlapur East,Badlapur East,Mumbai,661,6203,41
2,Deeplaxmi Shreeji Paraiso Badlapur East,Badlapur East,Mumbai,683,6296,43
1,Mahada New TowerMalad West,Malad West,Mumbai,250,11640,29.1
1,Mahada New TowerMalad West,Malad West,Mumbai,400,13750,55
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,426,21126,90
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,360,23333,84
3,JP North BarcelonaMira Road East,Mira Road East,Mumbai,640,22656,145
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,127,56692,72
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,308,24025,74
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,357,22969,82
3,JP North BarcelonaMira Road East,Mira Road East,Mumbai,633,22116,140
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,339,22713,77
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,157,46496,73
2,JP North BarcelonaMira Road East,Mira Road East,Mumbai,506,20750,105
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,323,23219,75
2,JP North BarcelonaMira Road East,Mira Road East,Mumbai,527,20872,110
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,368,23641,87
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,417,21342,89
2,JP North BarcelonaMira Road East,Mira Road East,Mumbai,485,19587,95
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,349,22922,80
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,400,22000,88
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,347,22766,79
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,365,23561,86
1,Parth Shri Sai Lata Flat Owners CHSLChembur,Chembur,Mumbai,488,24590,119
2,Varad Varad HeightsChembur,Chembur,Mumbai,716,24000,171
1,Parth Shri Sai Lata Flat Owners CHSLChembur,Chembur,Mumbai,464,24569,114
2,Varad Varad HeightsChembur,Chembur,Mumbai,700,24000,168
1,Varad Varad HeightsChembur,Chembur,Mumbai,479,24000,114
1,Mahada New TowerMalad West,Malad West,Mumbai,250,11640,29.1
1,Mahada New TowerMalad West,Malad West,Mumbai,400,13750,55
2,Juhi Niharika AbsoluteKharghar,Kharghar,Mumbai,735,13332,97.99
2,Juhi Niharika AbsoluteKharghar,Kharghar,Mumbai,636,13332,84.79
1,Juhi Niharika AbsoluteKharghar,Kharghar,Mumbai,417,13332,55.59
1,Juhi Niharika AbsoluteKharghar,Kharghar,Mumbai,468,13332,62.39
1,North Star 2nd PhaseChembur,Chembur,Mumbai,319,19435,62
1,North Star 2nd PhaseChembur,Chembur,Mumbai,309,19417,60
2,Ambika Ambika HeritageKharghar,Kharghar,Mumbai,1150,12173,140
2,Reputed Builder VastushilpKharghar,Kharghar,Mumbai,1000,9000,90
3,Goodwill ParadiseKharghar,Kharghar,Mumbai,1750,10285,180
1,Tricity GrandKharghar,Kharghar,Mumbai,750,7333,55
2,Arihant AradhanaKharghar,Kharghar,Mumbai,1250,10400,130
2,Raikar Sujata EmpressKharghar,Kharghar,Mumbai,1150,10869,125
3,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1880,10638,200
3,NA,Kharghar,Mumbai,1665,8408,140
2,Ambika Ambika HeritageKharghar,Kharghar,Mumbai,1175,11659,137
2,Goodwill ParadiseKharghar,Kharghar,Mumbai,1150,10869,125
2,NA,Kharghar,Mumbai,1200,9166,110
3,Reputed Builder Kasturi HeightsKharghar,Kharghar,Mumbai,1550,11612,180
2,Goodwill ParadiseKharghar,Kharghar,Mumbai,1750,10000,175
2,Arihant KrupaKharghar,Kharghar,Mumbai,1100,9545,105
2,Proviso GalaxyKharghar,Kharghar,Mumbai,1150,9391,108
3,NA,Kharghar,Mumbai,1650,10909,180
3,NA,Kharghar,Mumbai,1630,12208,199
3,Shah HeightsKharghar,Kharghar,Mumbai,1675,10746,180
3,Trishul SymphonyKharghar,Kharghar,Mumbai,1950,9692,189
2,Kesar Exotica Phase I Basement Plus Ground Plus Upper 14 FloorsKharghar,Kharghar,Mumbai,1240,10483,130
2,Haware SplendorKharghar,Kharghar,Mumbai,950,10526,100
3,Haware SplendorKharghar,Kharghar,Mumbai,1350,10370,140
3,Mahaavir PrideDombivali,Dombivali,Mumbai,917,10359,95
3,Mahaavir PrideDombivali,Dombivali,Mumbai,917,10359,95
2,Mahaavir PrideDombivali,Dombivali,Mumbai,576,10416,60
2,Mahaavir PrideDombivali,Dombivali,Mumbai,576,10416,60
3,Mahaavir PrideDombivali,Dombivali,Mumbai,917,10359,95
2,Mahaavir PrideDombivali,Dombivali,Mumbai,576,10416,60
1,Mahaavir PrideDombivali,Dombivali,Mumbai,433,10392,45
1,Mahaavir PrideDombivali,Dombivali,Mumbai,433,10392,45
2,Mahaavir PrideDombivali,Dombivali,Mumbai,694,10230,71
2,Mahaavir PrideDombivali,Dombivali,Mumbai,694,10230,71
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,11221,73.5
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,12555,85
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,11221,73.5
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,11221,73.5
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,12555,85
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,12555,85
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,11806,123
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,11806,123
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,768,11812,90.6
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,768,11812,90.6
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1034,11810,122
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1034,11810,122
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1126,11822,133
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1126,11822,133
1,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,415,11204,46.5
1,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,415,11204,46.5
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,666,11219,74.61
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,666,11219,74.61
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,511,7877,40.25
2,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,702,8333,58.49
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,511,7877,40.25
2,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,617,7942,49
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,7609,35.99
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,7609,35.99
2,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,617,7942,49
3,Reputed Builder KalpatruMira Road East,Mira Road East,Mumbai,1235,10364,128
2,Godrej Horizon Phase IWadala,Wadala,Mumbai,689,35268,243
3,Godrej Horizon Phase IWadala,Wadala,Mumbai,1046,36998,387
2,Godrej Horizon Phase IWadala,Wadala,Mumbai,735,37142,273
2,Godrej Horizon Phase IWadala,Wadala,Mumbai,739,39242,290
3,Godrej Horizon Phase IWadala,Wadala,Mumbai,1063,40733,433
3,Godrej Horizon Phase IWadala,Wadala,Mumbai,1232,36363,448
3,NA,Koper Khairane,Mumbai,1000,13500,135
2,Neelkanth SunberryGhansoli,Ghansoli,Mumbai,1300,12692,165
3,Neelkanth SunberryGhansoli,Ghansoli,Mumbai,1550,13870,215
1,Vihan Sunshine HeightsGhansoli,Ghansoli,Mumbai,650,12307,80
1,Raikar Mangal ApartmentGhansoli,Ghansoli,Mumbai,715,10489,75
4,NA,Koper Khairane,Mumbai,3500,6571,230
4,Satyam Imperial HeightsGhansoli,Ghansoli,Mumbai,3605,14563,525
2,Gee Cee Cloud 36 Phase IGhansoli,Ghansoli,Mumbai,1300,15769,205
3,Haware SplendorKharghar,Kharghar,Mumbai,1350,10370,140
3,Mahaavir PrideDombivali,Dombivali,Mumbai,917,10359,95
3,Mahaavir PrideDombivali,Dombivali,Mumbai,917,10359,95
2,Mahaavir PrideDombivali,Dombivali,Mumbai,576,10416,60
2,Mahaavir PrideDombivali,Dombivali,Mumbai,576,10416,60
3,Mahaavir PrideDombivali,Dombivali,Mumbai,917,10359,95
2,Mahaavir PrideDombivali,Dombivali,Mumbai,576,10416,60
1,Mahaavir PrideDombivali,Dombivali,Mumbai,433,10392,45
1,Mahaavir PrideDombivali,Dombivali,Mumbai,433,10392,45
2,Mahaavir PrideDombivali,Dombivali,Mumbai,694,10230,71
2,Mahaavir PrideDombivali,Dombivali,Mumbai,694,10230,71
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,11221,73.5
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,12555,85
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,11221,73.5
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,656,11221,73.5
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,12555,85
2,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,678,12555,85
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,11806,123
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,1043,11806,123
3,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,768,11812,90.6
1,Uma Elements Shil Phata,Shil Phata,Mumbai,471,7429,34.99
2,Reputed Builder Shiv SankalpaSeawoods,Seawoods,Mumbai,1150,10434,120
3,Reputed Builder Balaji HeightsNerul,Nerul,Mumbai,1675,14925,250
2,Juhi GreensSeawoods,Seawoods,Mumbai,1300,15384,200
2,Meridian MeadowsKharghar,Kharghar,Mumbai,1275,12941,165
3,NA,Bandra West,Mumbai,1100,36363,400
2,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,978,4984,48.75
2,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,978,4856,47.5
2,JSB Nakshatra AarambhNaigaon East,Naigaon East,Mumbai,978,4703,46
2,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,1050,7523,79
2,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,8333,90
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,760,9868,75
3,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1100,10909,120
1,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2Mira Road East,Mira Road East,Mumbai,750,7866,59
2,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,8333,90
1,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,740,7162,53
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,750,10133,76
3,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,11222,151
3,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,11185,151
2,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1010,10396,105
3,Siddha Sky Phase 1Sion,Sion,Mumbai,800,24375,195
2,Siddha Sky Phase 1Sion,Sion,Mumbai,600,24166,145
2,Satyam Peace Of MindKharghar,Kharghar,Mumbai,575,15130,87
3,Satyam Peace Of MindKharghar,Kharghar,Mumbai,929,15069,140
1,NA,Ulwe,Mumbai,590,5593,33
1,NA,Ulwe,Mumbai,560,5357,30
3,Hiranandani Gardens HeritagePowai,Powai,Mumbai,1335,32584,435
2,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,1050,7523,79
2,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,8333,90
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,760,9868,75
3,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1100,10909,120
1,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2Mira Road East,Mira Road East,Mumbai,750,7866,59
2,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,8333,90
1,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,740,7162,53
3,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,11222,151
3,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,11185,151
2,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1010,10396,105
2,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,995,10150,101
1,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,710,10422,74
1,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,690,10434,72
3,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1350,11185,151
2,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1010,10396,105
2,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,995,10150,101
1,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,710,10422,74
1,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,690,10434,72
2,JP North Barcelona Wing DMira Road East,Mira Road East,Mumbai,1010,12079,122
1,JP North Phase 6 AlexaMira Road East,Mira Road East,Mumbai,693,9235,64
1,RNA NG N G Diamond Hill D Phase IIMira Road East,Mira Road East,Mumbai,710,8309,59
1,RNA NG Ocean Pearl Phase IIMira Road East,Mira Road East,Mumbai,690,8260,57
2,RNA NG Ocean Pearl Phase IIMira Road East,Mira Road East,Mumbai,1010,7722,78
1,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,700,9642,67.5
1,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,745,9194,68.5
2,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,1050,7523,79
2,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,8333,90
1,JP North BarcelonaMira Road East,Mira Road East,Mumbai,760,9868,75
3,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1100,10909,120
1,PNK Space Tiara Hills Phase I Bldg No 3 5 And 2Mira Road East,Mira Road East,Mumbai,750,7866,59
2,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1080,8333,90
1,PNK Imperial HeightsMira Road East,Mira Road East,Mumbai,740,7162,53
1,NA,Greater Khanda,Mumbai,622,8360,52
2,NA,Kalwa,Mumbai,1000,9200,92
1,Y K and Sons Yashwant AvenueVirar,Virar,Mumbai,700,4714,33
1,Bachraj LifespaceVirar,Virar,Mumbai,610,5655,34.5
1,M Baria White CityVirar,Virar,Mumbai,650,5230,34
2,Agarwal LifestyleVirar,Virar,Mumbai,950,5473,52
2,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,1050,5619,59
2,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,950,5157,49
2,NA,Virar West,Mumbai,980,3877,38
1,Ekta Parksville Phase IIVirar,Virar,Mumbai,620,4838,30
2,Ekta Parksville Phase IVirar,Virar,Mumbai,950,4421,42
1,Agarwal LifestyleVirar,Virar,Mumbai,650,5692,37
2,Cosmos LegendVirar,Virar,Mumbai,950,3789,36
2,Midas HeightsVirar,Virar,Mumbai,860,4825,41.5
1,Midas HeightsVirar,Virar,Mumbai,650,5000,32.5
2,Tirupati Balaji PlatinumVirar,Virar,Mumbai,865,4393,38
1,Sugandhi Shree Sugandh Virar,Virar,Mumbai,730,4700,34.31
2,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,1000,5800,58
1,Sumit Greendale NXVirar,Virar,Mumbai,650,4769,31
1,NA,Virar West,Mumbai,750,3333,25
2,Bachraj ParadiseVirar,Virar,Mumbai,940,4361,41
2,Agarwal ParamountVirar,Virar,Mumbai,880,5284,46.5
1,Vinay Unique GardensVirar,Virar,Mumbai,700,4285,30
3,Rustomjee Avenue MVirar,Virar,Mumbai,1240,5241,65
1,NA,Kandivali West,Mumbai,340,11029,37.5
1,NA,Kandivali West,Mumbai,340,10588,36
1,NA,Kandivali West,Mumbai,340,10588,36
1,Mahada New TowerMalad West,Malad West,Mumbai,390,12820,50
1,Reputed Builder Shivaji Raje ComplexKandivali West,Kandivali West,Mumbai,340,11617,39.5
1,Reputed Builder Chatrapati Shivaji Raje ComplexKandivali West,Kandivali West,Mumbai,340,11176,38
1,NA,Kandivali West,Mumbai,340,10882,37
1,Reputed Builder Shivaji Raje ComplexKandivali West,Kandivali West,Mumbai,340,12352,42
2,NA,Goregaon East,Mumbai,800,14375,115
2,Swaraj Homes Deshmukh HomesKalyan East,Kalyan East,Mumbai,780,6794,53
2,H Square AN HeightsMalad West,Malad West,Mumbai,990,15050,149
1,NA,Dombivali East,Mumbai,750,4466,33.5
1,Ornate Kallisto Phase IBhiwandi,Bhiwandi,Mumbai,587,6132,36
3,JP DecksMalad East,Malad East,Mumbai,2225,22471,500
1,Sunraj SupremeDombivali,Dombivali,Mumbai,525,7876,41.35
2,Sunraj SupremeDombivali,Dombivali,Mumbai,724,9088,65.8
1,Sunraj SupremeDombivali,Dombivali,Mumbai,468,8162,38.2
2,Sunraj SupremeDombivali,Dombivali,Mumbai,667,9439,62.96
2,Ekta ParksvilleVirar,Virar,Mumbai,950,4736,44.99
1,Agarwal LifestyleVirar,Virar,Mumbai,422,9004,38
1,Vinay Unique GardensVirar,Virar,Mumbai,410,8292,34
1,Eric Star HeightVirar,Virar,Mumbai,389,7712,30
1,Poonam HeightsVirar,Virar,Mumbai,402,7711,31
1,Bhoomi AcropolisVirar,Virar,Mumbai,389,8226,32
1,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,436,8944,39
1,Laxmi Avenue D Global CityVirar,Virar,Mumbai,389,7969,31
1,Bachraj LifespaceVirar,Virar,Mumbai,425,9647,41
1,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,364,7692,27.99
2,Lodha Codename PremierDombivali,Dombivali,Mumbai,656,10740,70.45
2,Lodha Codename PremierDombivali,Dombivali,Mumbai,540,10740,58
2,Lodha Codename PremierDombivali,Dombivali,Mumbai,572,10740,61.43
1,Lodha Codename PremierDombivali,Dombivali,Mumbai,444,10135,45
3,Lodha Codename PremierDombivali,Dombivali,Mumbai,759,10803,82
1,Lodha Codename PremierDombivali,Dombivali,Mumbai,479,10135,48.54
1,Reputed Builder Barkha ApartmentAiroli,Airoli,Mumbai,525,12000,63
1,Reputed Builder Shree ji DhamAiroli,Airoli,Mumbai,550,10545,58
1,NA,Airoli,Mumbai,675,10370,70
2,Lodha Codename PremierDombivali,Dombivali,Mumbai,572,10740,61.43
1,Lodha Codename PremierDombivali,Dombivali,Mumbai,444,10135,45
3,Lodha Codename PremierDombivali,Dombivali,Mumbai,759,10803,82
1,Lodha Codename PremierDombivali,Dombivali,Mumbai,479,10135,48.54
1,Reputed Builder Barkha ApartmentAiroli,Airoli,Mumbai,525,12000,63
1,Reputed Builder Shree ji DhamAiroli,Airoli,Mumbai,550,10545,58
1,NA,Airoli,Mumbai,675,10370,70
