BHK,project,Location,City,Total sqft,price_sqft,price in Lakh
2,JP North ElaraMira Road East,Mira Road East,Mumbai,972,9722,94.5
1,Raunak CityKalyan West,Kalyan West,Mumbai,607,5930,36
3,Hiranandani TribecaThane West,Thane West,Mumbai,1850,16486,305
2,Reputed Builder Geeta ArcadeAiroli,Airoli,Mumbai,950,10526,100
2,Reputed Builder UniqueAiroli,Airoli,Mumbai,1000,12000,120
1,NA,Airoli,Mumbai,560,11607,65
1,Raikar Yashodeep HeightAiroli,Airoli,Mumbai,670,12835,86
2,Reputed Builder Palm SpringsAiroli,Airoli,Mumbai,950,14736,140
2,Sunteck Signia WaterfrontAiroli,Airoli,Mumbai,719,30598,220
3,Sunteck Signia WaterfrontAiroli,Airoli,Mumbai,1100,30909,340
2,NA,Airoli,Mumbai,580,11206,65
1,NA,Airoli,Mumbai,575,12173,70
1,NA,Airoli,Mumbai,555,12612,70
1,NA,Airoli,Mumbai,555,12972,72
1,Reputed Builder Palm SpringsAiroli,Airoli,Mumbai,580,14655,85
2,NA,Airoli,Mumbai,950,11578,110
1,Prathmesh Narmada CHSAiroli,Airoli,Mumbai,555,15315,85
1,NA,Airoli,Mumbai,555,12612,70
2,NA,Airoli,Mumbai,850,8823,75
2,Reputed Builder Geeta ArcadeAiroli,Airoli,Mumbai,980,10204,100
2,Reputed Builder Shivshankar PlazaAiroli,Airoli,Mumbai,950,12631,120
2,Sunteck Signia WaterfrontAiroli,Airoli,Mumbai,900,25000,225
1,NA,Airoli,Mumbai,620,9677,60
1,Parth LakefrontAiroli,Airoli,Mumbai,555,13513,75
0,NA,Sarde,Mumbai,1089,367,4
0,NA,Sarde,Mumbai,1089,459,5
0,NA,Belondakhar,Mumbai,1089,734,8
1,Regency AnantamDombivali,Dombivali,Mumbai,700,7571,53
1,Lodha Casa RioDombivali,Dombivali,Mumbai,594,5387,32
3,Lodha Lodha Palava DowntownDombivali,Dombivali,Mumbai,900,6222,56
2,Regency AnantamDombivali,Dombivali,Mumbai,1000,7900,79
2,Vaibhavlaxmi Central ParkVikhroli,Vikhroli,Mumbai,945,13756,130
1,Suraj VitalisMahim,Mahim,Mumbai,445,40136,178
1,NA,Dombivali East,Mumbai,535,6000,32.1
1,NA,Bhiwandi,Mumbai,365,4098,14.96
2,NA,Chembur,Mumbai,1000,20000,200
2,Reputed Builder N G Royal ParkKanjurmarg East,Kanjurmarg East,Mumbai,1000,16500,165
3,Vraj TiaraWorli,Worli,Mumbai,1800,44444,800
2,Drushti SapphireGhatkopar East,Ghatkopar East,Mumbai,850,17647,150
2,NA,Chembur,Mumbai,1080,13888,150
2,NA,Chembur,Mumbai,700,20000,140
3,Vraj TiaraWorli,Worli,Mumbai,1500,46666,699
1,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,450,6734,30.3
1,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,540,5925,32
2,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,755,6105,46.1
1,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,460,6293,28.95
1,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,450,6222,28
2,Bachraj LifespaceVirar,Virar,Mumbai,890,6648,59.17
1,Bachraj LifespaceVirar,Virar,Mumbai,710,6091,43.25
1,Bachraj LifespaceVirar,Virar,Mumbai,710,6091,43.25
2,Bachraj LifespaceVirar,Virar,Mumbai,890,6648,59.17
1,Bachraj LifespaceVirar,Virar,Mumbai,750,5766,43.25
1,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,750,5974,44.8
1,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,750,5974,44.8
2,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,1074,5871,63.05
2,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,1074,5871,63.05
1,Bachraj LifespaceVirar,Virar,Mumbai,710,6091,43.25
2,Bachraj LifespaceVirar,Virar,Mumbai,890,6648,59.17
1,Bachraj LifespaceVirar,Virar,Mumbai,750,5766,43.25
1,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,750,5974,44.8
1,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,750,5974,44.8
2,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,1074,5871,63.05
2,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,1074,5871,63.05
2,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,990,6291,62.28
2,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,990,6291,62.28
1,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,710,6051,42.96
1,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,710,6051,42.96
2,Romell EmpressBorivali West,Borivali West,Mumbai,1025,20292,208
2,Romell EmpressBorivali West,Borivali West,Mumbai,1025,19121,196
2,Romell EmpressBorivali West,Borivali West,Mumbai,1025,19414,199
2,Romell EmpressBorivali West,Borivali West,Mumbai,1025,19512,200
2,Romell EmpressBorivali West,Borivali West,Mumbai,1025,19024,195
3,Arkade CrownBorivali West,Borivali West,Mumbai,1215,20164,245
3,Arkade CrownBorivali West,Borivali West,Mumbai,1215,19753,240
3,Arkade CrownBorivali West,Borivali West,Mumbai,1215,20576,250
3,Arkade CrownBorivali West,Borivali West,Mumbai,1215,19341,235
2,Arkade CrownBorivali West,Borivali West,Mumbai,1095,18356,201
1,Arkade CrownBorivali West,Borivali West,Mumbai,715,17482,125
1,Arkade CrownBorivali West,Borivali West,Mumbai,715,17202,123
1,Arkade CrownBorivali West,Borivali West,Mumbai,715,16083,115
1,Arkade CrownBorivali West,Borivali West,Mumbai,715,15524,111
3,Arkade CrownBorivali West,Borivali West,Mumbai,1215,20164,245
3,Arkade CrownBorivali West,Borivali West,Mumbai,1215,19753,240
1,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,595,7478,44.5
2,Bachraj LifespaceVirar,Virar,Mumbai,985,6751,66.5
2,Bachraj LifespaceVirar,Virar,Mumbai,985,6751,66.5
1,Bachraj LifespaceVirar,Virar,Mumbai,750,5766,43.25
1,Bachraj LifespaceVirar,Virar,Mumbai,690,5709,39.39
1,Bachraj LifespaceVirar,Virar,Mumbai,690,5709,39.39
2,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,1085,7557,82
2,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,1075,6372,68.5
2,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,985,7208,71
1,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,610,7868,48
1,Lodha Casa RioDombivali,Dombivali,Mumbai,595,4873,29
2,Lodha Casa RioDombivali,Dombivali,Mumbai,955,5759,55
2,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,1000,5200,52
2,Lodha Codename PremierDombivali,Dombivali,Mumbai,746,7439,55.5
3,Lodha Codename PremierDombivali,Dombivali,Mumbai,1062,7532,80
2,Lodha Codename PremierDombivali,Dombivali,Mumbai,800,7375,59
1,Lodha Codename PremierDombivali,Dombivali,Mumbai,621,7085,44
1,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,588,5612,33
2,Lodha Codename PremierDombivali,Dombivali,Mumbai,918,7298,67
2,Lodha Casa RioDombivali,Dombivali,Mumbai,779,5776,45
2,Lodha Casa RioDombivali,Dombivali,Mumbai,776,5670,44
1,Lodha Casa RioDombivali,Dombivali,Mumbai,595,4873,29
1,Lodha Casa RioDombivali,Dombivali,Mumbai,597,4941,29.5
2,Lodha Casa RioDombivali,Dombivali,Mumbai,955,5759,55
2,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,1000,5200,52
1,NA,Bhiwandi,Mumbai,560,4100,22.96
1,NA,Bhiwandi,Mumbai,550,4100,22.55
1,Shapoorji Pallonji Joyville VirarVirar,Virar,Mumbai,700,4857,34
1,Reputed Builder Shripal Shanti ComplexVirar,Virar,Mumbai,710,5070,36
2,Koperkhairane Infinity TowerKoper Khairane,Koper Khairane,Mumbai,1091,11915,130
2,Reputed Builder MadhubanKoper Khairane,Koper Khairane,Mumbai,1300,18461,240
2,Reputed Builder Seawind ResidencyKoper Khairane,Koper Khairane,Mumbai,1125,13422,151
2,Reputed Builder Koparkhairane shree sairamKoper Khairane,Koper Khairane,Mumbai,1075,10697,115
2,Shanti Green PalmsGhansoli,Ghansoli,Mumbai,1145,12401,142
3,Reputed Builder Koparkhairane shree sairamKoper Khairane,Koper Khairane,Mumbai,1365,9890,135
3,Sai Proviso ApartmentSector-20 Koparkhairane,Sector-20 Koparkhairane,Mumbai,1524,12467,190
3,Sai Proviso ApartmentSector-20 Koparkhairane,Sector-20 Koparkhairane,Mumbai,1524,12204,186
2,NA,Ghansoli,Mumbai,1080,12037,130
2,Reputed Builder Koparkhairane shree sairamKoper Khairane,Koper Khairane,Mumbai,1125,9777,110
2,Shree Shree HavenMira Road East,Mira Road East,Mumbai,950,7631,72.5
2,Strawberry OnyxMira Road East,Mira Road East,Mumbai,970,8350,81
2,JK IRIS Tower 1 And 2Mira Road East,Mira Road East,Mumbai,1013,8193,83
1,Umiya OasisMira Road East,Mira Road East,Mumbai,680,8676,59
2,Umiya OasisMira Road East,Mira Road East,Mumbai,920,9565,88
2,Unique IvanaMira Road East,Mira Road East,Mumbai,990,8342,82.59
1,Shree Ramdev HeightsMira Road East,Mira Road East,Mumbai,660,9266,61.16
2,Raj 127 Raj Homes A WingMira Road East,Mira Road East,Mumbai,1010,8790,88.78
1,Raj 127 Raj Homes A WingMira Road East,Mira Road East,Mumbai,680,8977,61.05
3,Raj Heritage 2Mira Road East,Mira Road East,Mumbai,1200,10750,129
2,SKD Pinnacolo And Pinnacolo NXMira Road East,Mira Road East,Mumbai,1000,8850,88.5
2,Kalpataru Srishti NamaahMira Road East,Mira Road East,Mumbai,1001,12587,126
2,Sahakar PremierMira Road East,Mira Road East,Mumbai,1060,7735,82
2,Sahakar PremierMira Road East,Mira Road East,Mumbai,1060,7735,82
2,Reputed Builder Poonam Valley ComplexMira Road East,Mira Road East,Mumbai,1050,8000,84
2,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1000,11800,118
2,Strawberry OnyxMira Road East,Mira Road East,Mumbai,970,8350,81
1,Nirman Viviana Block 2Neral,Neral,Mumbai,378,4122,15.58
1,Nirman Viviana Block 2Neral,Neral,Mumbai,401,4863,19.5
1,Nirman Viviana Block 2Neral,Neral,Mumbai,385,4808,18.51
1,Nirman Viviana Block 2Neral,Neral,Mumbai,375,4827,18.1
1,Udaan AvenueNeral,Neral,Mumbai,263,5323,14
1,Udaan AvenueNeral,Neral,Mumbai,390,5128,20
1,Udaan AvenueNeral,Neral,Mumbai,400,5250,21
1,Udaan AvenueNeral,Neral,Mumbai,290,5172,15
1,Paradise Sai World Dreams Phase 1Dombivali,Dombivali,Mumbai,415,11204,46.5
2,NA,Airoli,Mumbai,900,13888,125
1,NA,Airoli,Mumbai,550,12727,70
2,Reputed Builder Om ArcadeAiroli,Airoli,Mumbai,1100,12272,135
1,NA,Airoli,Mumbai,555,14414,80
1,Reputed Builder Palm SpringsAiroli,Airoli,Mumbai,550,15454,85
1,KumKum CornerAiroli,Airoli,Mumbai,555,15315,85
1,Vaibhavlaxmi Central ParkVikhroli,Vikhroli,Mumbai,655,12213,80
1,Haware Intelligentia Sigma SouthVikhroli,Vikhroli,Mumbai,520,15384,80
1,Haware Intelligentia Sigma SouthVikhroli,Vikhroli,Mumbai,460,14130,65
3,Hiranandani Verona CHSPowai,Powai,Mumbai,1690,39940,675
1,NA,Dombivali East,Mumbai,530,6000,31.8
2,Hicons MarinaAndheri West,Andheri West,Mumbai,759,5665,43
2,NA,Dahisar Navi mumbai,Mumbai,550,2727,15
1,NA,Dahisar Navi mumbai,Mumbai,450,2666,12
1,NA,Dahisar Navi mumbai,Mumbai,350,2285,8
2,NA,Dahisar Navi mumbai,Mumbai,1200,2833,34
2,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,975,6035,58.85
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,700,5642,39.5
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,750,5466,41
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,700,5571,39
2,Shree Savaliya AvenueMira Road East,Mira Road East,Mumbai,970,7938,77
2,RNA NG Silver Spring Phase IIIBhayandar East,Bhayandar East,Mumbai,999,8008,80
2,Siroya Level The ResidencesJogeshwari West,Jogeshwari West,Mumbai,509,27000,137
1,Siroya Level The ResidencesJogeshwari West,Jogeshwari West,Mumbai,311,27000,83.97
2,Siroya Level The ResidencesJogeshwari West,Jogeshwari West,Mumbai,635,27000,171
1,Siroya Level The ResidencesJogeshwari West,Jogeshwari West,Mumbai,405,27000,109
3,JP JP North Phase 5 EuphoriaMira Road East,Mira Road East,Mumbai,1300,10769,140
1,JP North AvivaMira Road East,Mira Road East,Mumbai,580,9482,55
2,MICL Aaradhya HighparkBhayandar East,Bhayandar East,Mumbai,1003,12961,130
1,NA,Bhiwandi,Mumbai,390,4100,15.99
1,NA,Bhiwandi,Mumbai,385,4098,15.78
1,NA,Bhiwandi,Mumbai,375,4300,16.12
2,NA,Koper Khairane,Mumbai,1050,12571,132
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,511,7609,38.88
2,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,617,7608,46.94
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,7609,35.99
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,7609,35.99
1,Swaraj Homes Surji Dham CHSAiroli,Airoli,Mumbai,620,9677,60
1,NA,Bhiwandi,Mumbai,585,4076,23.85
2,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,945,5820,55
3,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,1132,6625,75
3,Reputed Builder UtopiaDombivali,Dombivali,Mumbai,1098,6921,76
1,Swaraj Homes Casa Rio ArabianaDombivali,Dombivali,Mumbai,595,5210,31
1,Lodha Palava Lakeshore GreensDombivali,Dombivali,Mumbai,694,4899,34
2,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,829,5186,43
1,Shree Adinath SymphonyBoisar,Boisar,Mumbai,615,3200,19.68
1,Shree Adinath SymphonyBoisar,Boisar,Mumbai,615,3252,20
2,Marathon VegaPanvel,Panvel,Mumbai,1000,6300,63
2,Marathon Nexzone Triton 1Panvel,Panvel,Mumbai,1000,6400,64
2,Marathon VegaPanvel,Panvel,Mumbai,1000,6300,63
1,Radiance Sai KutirPanvel,Panvel,Mumbai,625,5600,35
2,Shivalay Group Shiv KamalPanvel,Panvel,Mumbai,980,6326,62
1,Shailesh Aashiyana AvenueKalamboli,Kalamboli,Mumbai,680,6470,44
1,NA,Karanjade,Mumbai,628,5573,35
2,Marathon Nexzone Triton 1Panvel,Panvel,Mumbai,1120,5803,65
1,Chaitanya GalaxyKaranjade,Karanjade,Mumbai,450,5777,26
1,Khushi Mountain ViewKaranjade,Karanjade,Mumbai,640,5937,38
1,Times VighneshKaranjade,Karanjade,Mumbai,640,6093,39
2,Marathon Nexzone Triton 1Panvel,Panvel,Mumbai,1200,5500,66
1,Space India Kailash UptownPanvel,Panvel,Mumbai,685,6131,42
1,Navkar City Phase I Part 1Naigaon East,Naigaon East,Mumbai,550,5818,32
1,Sunteck Maxx WorldNaigaon East,Naigaon East,Mumbai,610,5778,35.25
1,JK IRISMira Road East,Mira Road East,Mumbai,740,10405,77
1,NA,Bhiwandi,Mumbai,585,4099,23.98
1,Umiya OasisMira Road East,Mira Road East,Mumbai,680,8970,61
2,JP North BarcelonaMira Road East,Mira Road East,Mumbai,950,9894,94
1,Evershine Amavi 303 Phase 1Virar,Virar,Mumbai,473,7822,37
1,NA,Koper Khairane,Mumbai,750,10666,80
1,NA,Koper Khairane,Mumbai,750,10400,78
1,NA,Koper Khairane,Mumbai,650,12153,79
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,331,4520,14.91
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,466,4507,21
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,377,4518,16.99
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,511,4507,23.03
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,421,4517,18.97
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,442,4507,19.92
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,450,4517,20.28
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,356,4519,16.04
2,Rustomjee Avenue IVirar,Virar,Mumbai,910,5197,47.3
1,Agarwal ParamountVirar,Virar,Mumbai,690,5743,39.63
1,Agarwal ParamountVirar,Virar,Mumbai,690,5743,39.63
2,Agarwal ParamountVirar,Virar,Mumbai,980,5821,57.04
2,Rustomjee Avenue IVirar,Virar,Mumbai,910,5197,47.3
1,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,520,6260,32.55
2,Agarwal ParamountVirar,Virar,Mumbai,980,5712,55.98
2,Agarwal ParamountVirar,Virar,Mumbai,980,5712,55.98
2,Agarwal ParamountVirar,Virar,Mumbai,980,5604,54.92
1,Agarwal ParamountVirar,Virar,Mumbai,700,5918,41.43
2,Rustomjee Avenue IVirar,Virar,Mumbai,910,5197,47.3
2,Agarwal ParamountVirar,Virar,Mumbai,980,5821,57.04
1,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,507,6489,32.9
2,Agarwal ParamountVirar,Virar,Mumbai,980,5821,57.04
1,Rustomjee Avenue IVirar,Virar,Mumbai,690,5360,36.99
1,Rustomjee Avenue IVirar,Virar,Mumbai,690,5360,36.99
1,Rustomjee Avenue IVirar,Virar,Mumbai,690,5360,36.99
1,Rustomjee Avenue IVirar,Virar,Mumbai,690,5360,36.99
1,Rustomjee Avenue IVirar,Virar,Mumbai,690,5360,36.99
2,Rustomjee Avenue IVirar,Virar,Mumbai,910,5197,47.3
1,Agarwal ParamountVirar,Virar,Mumbai,690,5743,39.63
1,Agarwal ParamountVirar,Virar,Mumbai,690,5743,39.63
2,Rustomjee Avenue IVirar,Virar,Mumbai,910,5197,47.3
1,Agarwal ParamountVirar,Virar,Mumbai,690,5897,40.69
2,Rustomjee Avenue IVirar,Virar,Mumbai,910,5197,47.3
1,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,520,6260,32.55
1,Shree Adinath SymphonyBoisar,Boisar,Mumbai,615,2959,18.2
1,Shree Adinath SymphonyBoisar,Boisar,Mumbai,615,3008,18.5
1,JSB Sai Nakshatra TrridentVirar,Virar,Mumbai,507,6292,31.9
1,Agarwal ParamountVirar,Virar,Mumbai,675,5871,39.63
2,Runwal My CityDombivali,Dombivali,Mumbai,620,7741,48
1,JP Codename HOTCAKEMira Road East,Mira Road East,Mumbai,715,9090,65
2,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,950,8842,84
2,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,950,8689,82.55
1,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,720,8888,64
1,JP Codename Dream Home Tower BMira Road East,Mira Road East,Mumbai,720,8750,63
1,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,640,3435,21.99
1,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,660,3453,22.79
2,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,905,3424,30.99
1,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,715,3425,24.49
1,Vidhata Developers Vidhata HeightsSaphale,Saphale,Mumbai,730,3423,24.99
2,JP NorthMira Road East,Mira Road East,Mumbai,990,10606,105
2,RNA NG N G Diamond Hill D Phase IIMira Road East,Mira Road East,Mumbai,999,9709,97
2,Ashish SamriddhiMira Road East,Mira Road East,Mumbai,1024,12109,124
3,NA,Vashi,Mumbai,1450,22413,325
3,NA,Vashi,Mumbai,1700,14588,248
3,NA,Vashi,Mumbai,1700,12352,210
3,NA,Vashi,Mumbai,1700,14705,250
2,Reputed Builder Jimmy Tower ApartmentKoper Khairane,Koper Khairane,Mumbai,1050,13619,143
3,B and M AtlantisGhansoli,Ghansoli,Mumbai,1525,11934,182
3,NA,Vashi,Mumbai,1700,12941,220
1,NA,Koper Khairane,Mumbai,650,12307,80
1,NA,Bhiwandi,Mumbai,365,4100,14.96
2,Reputed Builder EuropaDombivali,Dombivali,Mumbai,864,7523,65
2,Reputed Builder Lodha CASA LAKESIDEPalava,Palava,Mumbai,805,5590,45
1,Runwal My CityDombivali,Dombivali,Mumbai,585,5811,34
2,NA,Palava,Mumbai,1085,5069,55
1,Lodha Lodha Palava DowntownDombivali,Dombivali,Mumbai,774,4134,32
2,Shree Sai Shweta HeightsMira Road East,Mira Road East,Mumbai,1100,8636,95
1,Shree Sai Shweta HeightsMira Road East,Mira Road East,Mumbai,700,9000,63
2,Lodha Vikhroli Tower C1Vikhroli,Vikhroli,Mumbai,747,22623,169
2,Lodha Vikhroli Tower C1Vikhroli,Vikhroli,Mumbai,682,24780,169
2,Lodha Vikhroli Tower C1Vikhroli,Vikhroli,Mumbai,685,24525,168
2,Lodha Vikhroli Tower C1Vikhroli,Vikhroli,Mumbai,750,22266,167
3,Lodha Casa RoyaleThane West,Thane West,Mumbai,3000,11233,337
1,NA,New Balaji Nagar,Mumbai,715,4195,30
1,NA,Bhayandar East,Mumbai,550,6363,35
1,NA,Virar East,Mumbai,510,6862,35
1,NA,Mira Road East,Mumbai,715,9090,65
1,Reputed Builder Country Park IIBorivali East,Borivali East,Mumbai,525,21904,115
1,Reputed Builder Country Park IIBorivali East,Borivali East,Mumbai,500,23000,115
1,JSB Nakshatra PrimusNaigaon East,Naigaon East,Mumbai,500,6000,30
1,Dudhwala ComplexAgripada,Agripada,Mumbai,545,31192,170
1,NA,Bhiwandi,Mumbai,550,4100,22.55
3,NA,Koper Khairane,Mumbai,2000,11250,225
2,NA,Vikroli East,Mumbai,742,12803,95
1,NA,Vikroli East,Mumbai,586,12798,75
3,Reputed Builder Sri DurgaAiroli,Airoli,Mumbai,1900,10000,190
1,NA,Koper Khairane,Mumbai,625,11200,70
1,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,500,5400,27
2,Reputed Builder Gokul MadhavVirar,Virar,Mumbai,700,7428,52
1,NA,Bhayandar East,Mumbai,385,7272,28
2,Dimples 73 EastKandivali West,Kandivali West,Mumbai,720,30416,219
3,Dimples 73 EastKandivali West,Kandivali West,Mumbai,1462,27017,395
3,NA,Koper Khairane,Mumbai,1650,10909,180
2,NA,Koper Khairane,Mumbai,1150,11304,130
2,Reputed Builder Koparkhairane shree sairamKoper Khairane,Koper Khairane,Mumbai,1150,12608,145
3,NA,Koper Khairane,Mumbai,2050,13414,275
2,NA,Koper Khairane,Mumbai,1140,10526,120
2,NA,Koper Khairane,Mumbai,1160,10775,125
3,Reputed Builder Koparkhairane tapsyaKoper Khairane,Koper Khairane,Mumbai,1570,12101,190
1,NA,Dombivli (West),Mumbai,360,7500,27
2,NA,Vichumbe,Mumbai,791,5689,45
2,Paradise Sai CrystalsKharghar,Kharghar,Mumbai,1100,10909,120
2,Devisha Hex BloxKharghar,Kharghar,Mumbai,1100,11363,125
2,Raikar Sujata EmpressKharghar,Kharghar,Mumbai,1150,8695,100
3,Regency Regency GardensKharghar,Kharghar,Mumbai,1490,15436,230
2,NA,Kharghar,Mumbai,1100,11818,130
1,NA,Dombivali East,Mumbai,576,5902,34
1,NA,Dombivali East,Mumbai,550,6727,37
1,Priyesh HeightsVirar,Virar,Mumbai,550,5727,31.5
1,Samarth Nikhil Tower Building No 2Virar,Virar,Mumbai,650,5692,37
1,SKD Pinnacolo And Pinnacolo NXMira Road East,Mira Road East,Mumbai,700,8857,62
2,NA,Bhiwandi,Mumbai,800,4100,32.8
2,NA,Bhiwandi,Mumbai,670,4100,27.47
1,NA,Bhiwandi,Mumbai,545,4300,23.43
1,NA,Bhiwandi,Mumbai,530,4100,21.73
1,Technicon PannashDombivali,Dombivali,Mumbai,395,15131,59.76
1,Technicon PannashDombivali,Dombivali,Mumbai,395,15131,59.76
1,Technicon PannashDombivali,Dombivali,Mumbai,395,15131,59.76
1,Technicon PannashDombivali,Dombivali,Mumbai,395,15131,59.76
1,Technicon PannashDombivali,Dombivali,Mumbai,359,15134,54.17
1,Technicon PannashDombivali,Dombivali,Mumbai,359,15134,54.17
2,Technicon PannashDombivali,Dombivali,Mumbai,543,16233,88.15
2,Technicon PannashDombivali,Dombivali,Mumbai,543,16233,88.15
1,Technicon PannashDombivali,Dombivali,Mumbai,395,15245,60.21
1,Technicon PannashDombivali,Dombivali,Mumbai,395,15245,60.21
1,Technicon PannashDombivali,Dombivali,Mumbai,360,15091,54.17
1,Technicon PannashDombivali,Dombivali,Mumbai,360,15091,54.17
2,Runwal My CityDombivali,Dombivali,Mumbai,580,7241,42
1,NA,Virar West,Mumbai,680,5073,34.5
4,NA,Kharghar,Mumbai,1850,9459,175
2,Platinum The SpringsKalamboli,Kalamboli,Mumbai,1250,7680,96
1,Pratik HarmonyKalamboli,Kalamboli,Mumbai,670,9701,65
2,Reliable Balaji ShrishtiKharghar,Kharghar,Mumbai,1120,8750,98
1,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,585,6153,36
2,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,836,22966,192
2,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,753,22974,173
4,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1691,22945,388
2,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,742,22911,170
3,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1056,22916,242
3,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1092,22985,251
3,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1026,22904,235
3,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1096,22992,252
2,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,743,23014,171
3,Yash Shreeji DaiviBorivali West,Borivali West,Mumbai,1036,22972,238
3,Shreeji Sky Rise TowerKandivali West,Kandivali West,Mumbai,987,22819,225
2,Shreeji Sky Rise TowerKandivali West,Kandivali West,Mumbai,753,23005,173
